temp_max,temp_min,temp_mean,rh_max,rh_min,rh_mean,ws_max,ws_gust_max,ws_mean,precip,rain,et0,station,lat,lon,date
22.6,14.7,19.6,100,76,89,6.96,16.3,2.93,55.5,55.5,1.29,원주,37.3378,127.9501,2022-10-04
18.1,13.2,15.2,88,59,77,2.34,5.8,1.43,4.5,4.5,1.72,원주,37.3378,127.9501,2022-10-05
19.6,12.4,14.7,94,60,83,2.33,6.0,1.46,3.2,3.2,1.9,원주,37.3378,127.9501,2022-10-06
15.7,10.5,13.4,93,61,78,3.62,8.4,2.28,0.3,0.3,1.55,원주,37.3378,127.9501,2022-10-07
19.0,7.3,13.2,95,43,70,3.36,7.0,1.65,0.0,0.0,2.66,원주,37.3378,127.9501,2022-10-08
15.5,10.2,12.9,96,65,80,4.5,11.5,1.53,12.7,12.7,0.93,원주,37.3378,127.9501,2022-10-09
11.1,4.8,8.6,93,61,83,5.82,14.3,4.06,7.8,7.8,1.55,원주,37.3378,127.9501,2022-10-10
13.5,4.5,8.6,87,61,76,2.89,6.8,2.02,0.0,0.0,2.17,원주,37.3378,127.9501,2022-10-11
19.6,4.0,11.3,91,50,76,2.38,4.3,1.41,0.0,0.0,2.63,원주,37.3378,127.9501,2022-10-12
19.8,6.7,13.2,95,54,77,2.16,4.8,1.45,0.0,0.0,2.65,원주,37.3378,127.9501,2022-10-13
20.4,10.2,15.1,86,59,74,2.02,5.1,1.17,0.0,0.0,2.5,원주,37.3378,127.9501,2022-10-14
21.6,12.3,16.7,85,50,72,1.92,4.1,1.16,0.0,0.0,2.65,원주,37.3378,127.9501,2022-10-15
21.0,13.4,16.2,96,65,85,3.06,7.0,1.11,0.0,0.0,1.49,원주,37.3378,127.9501,2022-10-16
13.3,4.1,10.1,95,37,63,4.36,9.9,2.43,0.0,0.0,2.49,원주,37.3378,127.9501,2022-10-17
12.1,2.0,6.9,83,43,61,2.83,6.9,1.51,0.0,0.0,2.21,원주,37.3378,127.9501,2022-10-18
13.4,3.5,8.2,72,43,59,2.47,6.0,1.07,0.0,0.0,2.19,원주,37.3378,127.9501,2022-10-19
16.2,1.9,9.1,82,52,68,2.69,4.9,1.67,0.0,0.0,2.32,원주,37.3378,127.9501,2022-10-20
16.5,8.3,11.9,80,38,63,2.46,5.9,1.4,0.0,0.0,2.21,원주,37.3378,127.9501,2022-10-21
17.6,7.5,12.1,96,48,73,2.94,6.6,1.51,0.0,0.0,2.3,원주,37.3378,127.9501,2022-10-22
16.8,7.6,12.5,100,59,79,3.0,7.0,1.72,2.9,2.9,1.94,원주,37.3378,127.9501,2022-10-23
13.5,4.9,8.7,81,39,62,4.68,10.1,1.98,0.0,0.0,2.01,원주,37.3378,127.9501,2022-10-24
15.2,2.3,7.8,90,40,70,2.72,6.7,1.9,0.0,0.0,2.03,원주,37.3378,127.9501,2022-10-25
16.0,2.5,9.5,89,44,66,2.2,5.2,1.28,0.0,0.0,2.16,원주,37.3378,127.9501,2022-10-26
17.2,5.4,11.2,87,56,71,2.63,4.8,1.6,0.0,0.0,2.05,원주,37.3378,127.9501,2022-10-27
18.1,4.5,11.2,97,49,79,2.47,4.6,1.51,0.0,0.0,2.15,원주,37.3378,127.9501,2022-10-28
17.8,5.1,11.4,98,46,75,2.47,4.5,1.37,0.0,0.0,2.06,원주,37.3378,127.9501,2022-10-29
18.1,5.9,12.0,96,45,76,2.02,4.6,1.37,0.0,0.0,1.92,원주,37.3378,127.9501,2022-10-30
17.9,5.4,12.2,98,51,75,1.84,4.1,1.09,0.0,0.0,1.87,원주,37.3378,127.9501,2022-10-31
16.9,7.6,11.6,91,56,76,3.21,7.9,1.8,0.0,0.0,1.85,원주,37.3378,127.9501,2022-11-01
15.0,5.3,9.7,84,39,64,2.79,5.2,1.14,0.0,0.0,2.09,원주,37.3378,127.9501,2022-11-02
13.4,4.2,8.3,74,45,61,4.0,9.1,2.02,0.0,0.0,1.6,원주,37.3378,127.9501,2022-11-03
7.4,-2.4,2.6,77,31,54,3.13,7.7,2.05,0.0,0.0,1.79,원주,37.3378,127.9501,2022-11-04
10.2,0.3,4.1,70,33,50,2.66,5.9,1.24,0.0,0.0,1.78,원주,37.3378,127.9501,2022-11-05
12.4,2.0,6.7,87,48,68,2.6,6.3,1.14,0.0,0.0,1.7,원주,37.3378,127.9501,2022-11-06
13.7,1.7,7.4,81,38,63,2.73,5.2,1.51,0.0,0.0,1.57,원주,37.3378,127.9501,2022-11-07
15.0,6.5,11.0,79,46,59,2.41,6.3,1.23,0.0,0.0,1.69,원주,37.3378,127.9501,2022-11-08
13.7,4.2,9.4,87,59,72,2.24,5.8,1.31,0.0,0.0,1.49,원주,37.3378,127.9501,2022-11-09
16.9,4.7,10.4,96,55,78,2.56,5.5,1.65,0.0,0.0,1.68,원주,37.3378,127.9501,2022-11-10
20.0,6.8,12.0,94,45,77,2.43,5.1,1.55,0.0,0.0,1.96,원주,37.3378,127.9501,2022-11-11
21.8,7.3,14.7,98,53,78,4.08,11.2,2.31,11.8,11.8,2.09,원주,37.3378,127.9501,2022-11-12
16.7,8.0,11.1,99,75,86,5.28,11.8,2.66,14.4,14.4,0.68,원주,37.3378,127.9501,2022-11-13
13.0,2.8,8.6,91,59,78,4.18,9.2,1.76,0.1,0.1,1.13,원주,37.3378,127.9501,2022-11-14
10.0,0.4,5.0,93,63,81,3.07,7.4,1.54,0.7,0.7,0.84,원주,37.3378,127.9501,2022-11-15
11.5,3.9,6.6,99,47,78,3.41,8.1,1.83,0.0,0.0,1.44,원주,37.3378,127.9501,2022-11-16
12.8,3.0,7.5,84,57,73,2.63,4.1,1.37,0.0,0.0,1.52,원주,37.3378,127.9501,2022-11-17
15.2,1.7,7.7,83,37,67,2.89,4.7,1.83,0.0,0.0,1.72,원주,37.3378,127.9501,2022-11-18
16.5,4.4,9.3,94,45,75,2.43,4.9,1.78,0.0,0.0,1.55,원주,37.3378,127.9501,2022-11-19
16.7,6.2,10.4,97,41,73,2.86,4.6,1.37,0.3,0.3,1.73,원주,37.3378,127.9501,2022-11-20
15.3,6.1,10.3,87,54,67,2.94,6.8,1.8,0.0,0.0,1.62,원주,37.3378,127.9501,2022-11-21
13.9,5.3,9.2,92,49,77,2.37,4.9,1.5,0.8,0.8,0.87,원주,37.3378,127.9501,2022-11-22
14.6,4.4,9.8,94,54,77,3.32,7.6,1.99,1.2,1.2,1.32,원주,37.3378,127.9501,2022-11-23
12.4,3.2,7.2,87,53,72,2.18,3.9,1.21,0.0,0.0,1.28,원주,37.3378,127.9501,2022-11-24
15.2,3.7,9.2,88,39,62,4.48,9.9,2.4,0.0,0.0,1.81,원주,37.3378,127.9501,2022-11-25
9.8,-0.1,6.3,98,29,64,4.32,10.3,2.63,1.4,1.4,1.6,원주,37.3378,127.9501,2022-11-26
12.2,-3.2,3.8,66,27,48,2.02,4.3,1.19,0.0,0.0,1.48,원주,37.3378,127.9501,2022-11-27
14.9,2.3,9.5,96,46,69,4.54,9.7,2.27,15.2,15.2,0.96,원주,37.3378,127.9501,2022-11-28
12.5,-0.9,8.3,99,34,69,5.16,11.7,2.58,10.6,10.6,1.36,원주,37.3378,127.9501,2022-11-29
-2.3,-9.4,-6.2,50,30,37,4.78,10.6,3.34,0.0,0.0,1.32,원주,37.3378,127.9501,2022-11-30
-2.4,-9.4,-6.4,62,24,43,3.14,8.0,1.35,0.0,0.0,0.92,원주,37.3378,127.9501,2022-12-01
0.2,-7.5,-4.6,69,19,44,2.56,6.7,1.34,0.0,0.0,1.07,원주,37.3378,127.9501,2022-12-02
4.6,-4.2,0.6,86,56,72,2.8,6.0,1.91,0.3,0.0,0.68,원주,37.3378,127.9501,2022-12-03
-1.1,-5.9,-4.0,69,30,40,2.31,5.8,1.96,0.0,0.0,1.03,원주,37.3378,127.9501,2022-12-04
0.2,-6.6,-4.6,64,30,43,2.61,6.3,1.66,0.0,0.0,1.09,원주,37.3378,127.9501,2022-12-05
2.8,-5.8,-2.0,81,41,63,4.84,12.1,1.92,0.3,0.0,0.81,원주,37.3378,127.9501,2022-12-06
7.0,-2.3,1.6,91,41,70,7.0,14.8,2.67,0.0,0.0,1.14,원주,37.3378,127.9501,2022-12-07
6.3,-2.6,1.3,85,44,64,2.42,5.2,1.52,0.0,0.0,1.18,원주,37.3378,127.9501,2022-12-08
7.2,-1.6,2.6,82,55,67,3.01,5.8,1.59,0.3,0.3,0.92,원주,37.3378,127.9501,2022-12-09
7.2,-1.9,1.8,73,26,52,2.6,6.6,1.37,0.0,0.0,1.16,원주,37.3378,127.9501,2022-12-10
6.8,-3.1,0.3,72,26,52,2.5,6.4,1.78,0.0,0.0,1.33,원주,37.3378,127.9501,2022-12-11
5.2,-2.8,1.2,98,36,61,3.51,8.5,1.6,1.2,0.1,1.0,원주,37.3378,127.9501,2022-12-12
2.0,-5.5,-0.1,100,50,77,5.73,14.0,3.47,1.9,0.0,0.79,원주,37.3378,127.9501,2022-12-13
-6.3,-11.4,-9.0,50,25,37,4.65,11.4,2.93,0.0,0.0,0.99,원주,37.3378,127.9501,2022-12-14
-0.1,-9.2,-4.2,98,45,69,4.09,9.3,1.92,2.2,0.0,0.43,원주,37.3378,127.9501,2022-12-15
-3.4,-12.8,-7.7,93,33,58,3.01,6.0,1.75,0.0,0.0,0.78,원주,37.3378,127.9501,2022-12-16
-3.7,-10.4,-7.1,47,22,34,4.69,11.0,1.9,0.2,0.0,0.89,원주,37.3378,127.9501,2022-12-17
-7.1,-11.9,-9.9,46,24,37,4.7,11.0,2.73,0.0,0.0,0.92,원주,37.3378,127.9501,2022-12-18
-3.4,-10.9,-7.8,62,27,41,3.32,8.4,2.02,0.0,0.0,0.94,원주,37.3378,127.9501,2022-12-19
0.2,-8.2,-4.9,53,34,46,1.78,4.3,0.92,0.0,0.0,0.91,원주,37.3378,127.9501,2022-12-20
2.1,-3.3,0.1,100,32,75,2.69,6.3,1.82,4.9,0.2,0.44,원주,37.3378,127.9501,2022-12-21
-2.8,-14.4,-10.3,92,55,72,4.51,10.3,3.16,0.0,0.0,0.63,원주,37.3378,127.9501,2022-12-22
-10.8,-17.1,-14.2,69,52,62,5.7,12.9,3.4,0.0,0.0,0.54,원주,37.3378,127.9501,2022-12-23
-4.2,-18.8,-10.6,69,39,53,2.25,4.5,1.14,0.0,0.0,0.7,원주,37.3378,127.9501,2022-12-24
-2.9,-13.9,-8.2,78,53,60,3.04,6.0,1.77,0.0,0.0,0.81,원주,37.3378,127.9501,2022-12-25
-1.6,-8.7,-5.9,83,55,65,2.33,3.6,1.07,0.0,0.0,0.7,원주,37.3378,127.9501,2022-12-26
-0.3,-8.0,-4.5,73,53,61,2.73,4.0,1.16,0.0,0.0,0.87,원주,37.3378,127.9501,2022-12-27
-2.0,-12.6,-6.3,89,48,69,3.37,8.5,2.56,0.0,0.0,0.84,원주,37.3378,127.9501,2022-12-28
-1.9,-9.8,-6.2,70,46,60,3.18,5.6,1.32,0.1,0.0,0.82,원주,37.3378,127.9501,2022-12-29
-0.3,-6.8,-3.5,81,50,66,2.98,7.4,1.82,0.0,0.0,0.88,원주,37.3378,127.9501,2022-12-30
1.5,-7.0,-3.8,83,55,71,4.32,9.6,1.92,0.0,0.0,0.64,원주,37.3378,127.9501,2022-12-31
1.4,-10.2,-4.0,88,47,67,3.61,7.6,2.44,0.0,0.0,1.01,원주,37.3378,127.9501,2023-01-01
-1.9,-8.6,-6.0,70,35,50,3.08,7.8,1.89,0.0,0.0,0.97,원주,37.3378,127.9501,2023-01-02
-0.8,-9.3,-6.3,63,26,48,3.37,8.1,1.87,0.0,0.0,1.03,원주,37.3378,127.9501,2023-01-03
1.3,-7.4,-4.2,73,34,55,3.41,8.4,1.67,0.0,0.0,1.02,원주,37.3378,127.9501,2023-01-04
3.5,-5.6,-2.7,77,41,59,3.61,8.5,1.64,0.0,0.0,1.05,원주,37.3378,127.9501,2023-01-05
3.9,-5.9,-1.7,74,43,62,2.3,6.2,1.59,0.2,0.0,1.06,원주,37.3378,127.9501,2023-01-06
2.4,-7.3,-0.2,98,63,84,4.01,9.3,2.62,4.2,0.1,0.56,원주,37.3378,127.9501,2023-01-07
4.2,-5.4,-1.3,86,34,62,2.02,5.7,1.34,0.0,0.0,1.07,원주,37.3378,127.9501,2023-01-08
6.9,-3.7,2.0,75,44,61,4.12,9.4,1.72,0.0,0.0,1.12,원주,37.3378,127.9501,2023-01-09
7.2,-4.7,0.3,80,30,58,2.13,5.1,1.32,0.0,0.0,1.28,원주,37.3378,127.9501,2023-01-10
7.0,-2.4,1.7,79,26,52,2.51,5.3,1.48,0.0,0.0,1.35,원주,37.3378,127.9501,2023-01-11
12.3,-1.9,3.3,61,16,37,2.4,4.8,1.36,0.0,0.0,1.63,원주,37.3378,127.9501,2023-01-12
8.9,4.3,5.6,100,43,92,2.92,6.0,2.03,18.9,18.9,0.33,원주,37.3378,127.9501,2023-01-13
7.1,2.2,5.0,100,77,89,3.4,6.9,1.9,3.1,3.1,0.39,원주,37.3378,127.9501,2023-01-14
2.2,-3.0,0.5,98,80,91,4.02,8.6,2.01,6.2,0.8,0.27,원주,37.3378,127.9501,2023-01-15
-1.9,-7.2,-4.7,81,41,67,3.03,8.0,2.32,0.0,0.0,0.85,원주,37.3378,127.9501,2023-01-16
0.0,-7.7,-4.3,76,35,56,3.1,7.7,1.21,0.0,0.0,0.79,원주,37.3378,127.9501,2023-01-17
1.3,-5.0,-2.6,86,33,62,2.86,6.9,1.39,0.0,0.0,1.13,원주,37.3378,127.9501,2023-01-18
3.1,-6.4,-1.6,69,34,49,4.03,8.5,1.93,0.4,0.0,1.23,원주,37.3378,127.9501,2023-01-19
0.8,-8.1,-3.7,89,31,57,5.03,11.9,3.58,2.5,0.0,1.09,원주,37.3378,127.9501,2023-01-20
-1.1,-9.7,-6.0,65,13,42,2.52,7.0,1.46,0.0,0.0,1.09,원주,37.3378,127.9501,2023-01-21
3.6,-4.9,-1.0,76,25,47,2.28,4.3,1.19,0.4,0.0,0.93,원주,37.3378,127.9501,2023-01-22
5.2,-5.3,-0.6,83,32,63,3.65,8.3,2.01,0.0,0.0,1.28,원주,37.3378,127.9501,2023-01-23
-6.9,-17.0,-13.8,58,23,38,5.85,14.1,4.34,0.0,0.0,0.86,원주,37.3378,127.9501,2023-01-24
-7.7,-18.1,-12.9,46,15,27,3.1,8.2,2.06,0.0,0.0,0.92,원주,37.3378,127.9501,2023-01-25
-2.4,-10.7,-5.3,77,27,61,1.93,5.1,1.27,1.1,0.0,0.5,원주,37.3378,127.9501,2023-01-26
-4.6,-10.7,-8.1,83,22,54,5.04,11.4,3.0,0.0,0.0,1.03,원주,37.3378,127.9501,2023-01-27
-2.3,-11.3,-7.5,76,25,46,5.4,12.7,2.36,0.0,0.0,1.12,원주,37.3378,127.9501,2023-01-28
2.2,-7.9,-3.5,87,48,62,5.9,12.7,2.38,1.0,0.0,0.87,원주,37.3378,127.9501,2023-01-29
1.2,-7.0,-3.4,82,35,62,4.01,9.5,2.02,0.0,0.0,1.22,원주,37.3378,127.9501,2023-01-30
7.8,-5.8,0.2,89,29,61,4.78,10.7,2.39,1.9,0.8,1.58,원주,37.3378,127.9501,2023-01-31
4.8,-5.3,0.9,99,39,72,5.19,12.2,2.77,2.1,1.3,1.38,원주,37.3378,127.9501,2023-02-01
1.6,-6.5,-3.1,69,26,51,2.28,6.3,1.56,0.0,0.0,1.15,원주,37.3378,127.9501,2023-02-02
2.4,-6.2,-2.2,64,17,41,2.82,6.9,1.46,0.0,0.0,1.32,원주,37.3378,127.9501,2023-02-03
3.6,-6.8,-2.8,82,27,56,4.28,10.3,2.05,0.0,0.0,1.42,원주,37.3378,127.9501,2023-02-04
5.7,-5.0,-0.2,84,37,63,3.4,8.6,1.66,0.0,0.0,1.27,원주,37.3378,127.9501,2023-02-05
8.6,-2.3,1.8,82,28,58,3.01,5.6,1.56,0.0,0.0,1.59,원주,37.3378,127.9501,2023-02-06
9.1,-2.9,2.5,68,27,49,2.72,5.0,1.65,0.0,0.0,1.59,원주,37.3378,127.9501,2023-02-07
7.1,-3.9,0.8,91,26,64,3.14,7.7,1.66,0.0,0.0,1.64,원주,37.3378,127.9501,2023-02-08
10.3,-4.5,2.4,74,30,52,2.73,7.2,1.69,0.0,0.0,1.79,원주,37.3378,127.9501,2023-02-09
7.8,0.3,3.1,94,57,80,3.67,8.4,1.8,0.9,0.9,1.07,원주,37.3378,127.9501,2023-02-10
7.2,-4.2,1.7,93,44,70,2.12,5.6,1.19,0.0,0.0,1.29,원주,37.3378,127.9501,2023-02-11
10.5,-3.5,2.9,85,30,61,2.96,7.1,1.8,0.0,0.0,1.56,원주,37.3378,127.9501,2023-02-12
8.8,0.7,4.2,87,53,71,2.95,6.5,2.11,0.0,0.0,1.12,원주,37.3378,127.9501,2023-02-13
6.8,-3.6,1.6,97,37,67,4.78,11.6,1.93,0.8,0.0,1.69,원주,37.3378,127.9501,2023-02-14
6.5,-3.5,1.1,81,42,60,2.44,5.4,1.38,0.0,0.0,1.41,원주,37.3378,127.9501,2023-02-15
4.5,-2.3,0.9,87,57,74,4.84,10.8,2.27,0.3,0.0,0.89,원주,37.3378,127.9501,2023-02-16
7.6,-3.9,1.8,87,43,65,2.33,5.5,1.34,0.0,0.0,1.73,원주,37.3378,127.9501,2023-02-17
9.3,-0.1,5.1,72,38,57,2.38,4.5,1.21,0.0,0.0,1.14,원주,37.3378,127.9501,2023-02-18
5.8,-3.8,2.5,84,38,57,5.42,12.5,3.12,0.1,0.1,1.49,원주,37.3378,127.9501,2023-02-19
1.7,-5.9,-2.4,78,26,51,5.6,12.9,3.06,0.0,0.0,1.71,원주,37.3378,127.9501,2023-02-20
3.2,-7.5,-2.4,66,30,44,2.48,5.6,1.24,0.0,0.0,1.72,원주,37.3378,127.9501,2023-02-21
6.6,-3.9,1.0,65,26,40,3.22,8.5,1.57,0.0,0.0,1.96,원주,37.3378,127.9501,2023-02-22
7.7,-4.9,0.9,85,46,65,3.16,7.0,1.78,0.0,0.0,1.85,원주,37.3378,127.9501,2023-02-23
7.9,-2.6,1.7,88,35,66,4.81,11.3,2.03,0.0,0.0,1.97,원주,37.3378,127.9501,2023-02-24
5.5,-5.9,-0.7,78,32,56,3.83,9.3,1.81,0.0,0.0,1.83,원주,37.3378,127.9501,2023-02-25
6.4,-5.7,-0.1,72,21,52,2.33,6.3,1.62,0.0,0.0,2.0,원주,37.3378,127.9501,2023-02-26
10.5,-1.3,3.0,68,17,48,2.78,6.8,1.33,0.0,0.0,2.3,원주,37.3378,127.9501,2023-02-27
9.4,-2.4,2.9,87,34,57,4.02,9.4,2.32,0.0,0.0,2.19,원주,37.3378,127.9501,2023-02-28
8.3,0.5,4.8,93,37,63,5.22,11.4,2.47,0.0,0.0,1.63,원주,37.3378,127.9501,2023-03-01
5.4,-5.1,0.1,65,26,42,4.1,9.5,2.53,0.0,0.0,2.26,원주,37.3378,127.9501,2023-03-02
9.7,-4.2,2.3,80,45,62,3.72,8.9,1.89,0.0,0.0,2.07,원주,37.3378,127.9501,2023-03-03
12.4,-0.8,5.9,94,34,66,2.33,4.7,1.28,0.0,0.0,2.14,원주,37.3378,127.9501,2023-03-04
13.8,0.9,7.1,77,29,56,2.83,6.9,1.41,0.0,0.0,2.61,원주,37.3378,127.9501,2023-03-05
13.5,3.4,7.5,62,19,41,3.1,8.1,1.76,0.0,0.0,2.86,원주,37.3378,127.9501,2023-03-06
17.6,2.0,9.5,86,39,63,3.89,9.2,2.31,0.0,0.0,2.93,원주,37.3378,127.9501,2023-03-07
17.2,4.9,10.6,86,34,64,3.81,8.7,1.95,0.3,0.3,2.25,원주,37.3378,127.9501,2023-03-08
16.6,7.8,11.5,87,43,70,4.08,9.8,2.68,1.7,1.7,2.17,원주,37.3378,127.9501,2023-03-09
21.4,1.3,11.8,90,23,57,3.24,7.5,1.85,0.0,0.0,3.38,원주,37.3378,127.9501,2023-03-10
22.0,7.4,14.4,82,23,51,3.58,8.3,2.0,0.0,0.0,3.48,원주,37.3378,127.9501,2023-03-11
10.8,-1.2,6.4,95,39,74,5.98,12.7,3.47,13.2,13.2,0.79,원주,37.3378,127.9501,2023-03-12
6.5,-5.0,0.8,52,22,33,4.54,10.7,2.94,0.0,0.0,2.63,원주,37.3378,127.9501,2023-03-13
14.3,-0.5,6.3,55,17,39,4.74,11.3,2.55,0.0,0.0,3.03,원주,37.3378,127.9501,2023-03-14
16.7,2.6,9.3,85,43,63,7.41,16.4,4.05,0.0,0.0,2.64,원주,37.3378,127.9501,2023-03-15
9.5,-2.7,3.7,64,18,42,3.49,8.8,2.1,0.0,0.0,2.74,원주,37.3378,127.9501,2023-03-16
12.8,-1.6,6.0,66,21,42,2.05,5.6,1.3,0.0,0.0,2.42,원주,37.3378,127.9501,2023-03-17
13.8,3.4,8.1,70,24,38,4.24,9.8,1.83,0.1,0.1,3.08,원주,37.3378,127.9501,2023-03-18
14.3,-0.9,6.5,95,28,60,3.01,7.2,1.81,0.0,0.0,3.02,원주,37.3378,127.9501,2023-03-19
16.0,1.6,8.9,68,21,42,2.75,7.7,1.7,0.0,0.0,3.24,원주,37.3378,127.9501,2023-03-20
20.5,4.2,11.7,56,22,36,2.57,5.4,1.21,0.0,0.0,3.6,원주,37.3378,127.9501,2023-03-21
24.4,4.6,14.9,78,30,54,3.45,7.9,1.57,0.0,0.0,3.7,원주,37.3378,127.9501,2023-03-22
18.8,10.5,14.9,95,52,76,3.3,7.8,2.1,10.1,10.1,1.9,원주,37.3378,127.9501,2023-03-23
15.7,8.7,11.7,95,55,72,2.47,5.9,1.41,0.0,0.0,1.7,원주,37.3378,127.9501,2023-03-24
13.9,7.4,10.6,82,53,68,2.51,6.4,1.45,0.3,0.3,1.84,원주,37.3378,127.9501,2023-03-25
15.2,3.4,9.7,89,15,53,4.59,11.0,2.4,0.3,0.3,3.38,원주,37.3378,127.9501,2023-03-26
12.8,-1.7,5.5,72,18,45,4.0,8.3,1.79,0.0,0.0,3.26,원주,37.3378,127.9501,2023-03-27
15.4,0.1,8.0,67,28,46,5.02,11.3,1.79,0.0,0.0,3.18,원주,37.3378,127.9501,2023-03-28
18.0,2.1,10.2,71,22,43,2.66,6.7,1.6,0.0,0.0,3.67,원주,37.3378,127.9501,2023-03-29
20.6,6.0,13.2,48,17,28,3.51,8.5,1.78,0.0,0.0,4.27,원주,37.3378,127.9501,2023-03-30
22.3,5.5,14.3,57,19,35,2.66,5.5,1.49,0.0,0.0,4.2,원주,37.3378,127.9501,2023-03-31
24.5,5.1,15.7,71,17,41,4.4,8.7,1.39,0.0,0.0,4.15,원주,37.3378,127.9501,2023-04-01
21.3,5.4,14.3,68,21,39,4.12,9.8,2.62,0.0,0.0,4.66,원주,37.3378,127.9501,2023-04-02
23.5,4.8,14.8,63,19,37,3.67,9.2,2.32,0.0,0.0,4.74,원주,37.3378,127.9501,2023-04-03
22.0,7.9,15.1,86,17,42,2.85,6.8,1.69,5.8,5.8,3.11,원주,37.3378,127.9501,2023-04-04
16.1,9.1,13.4,97,81,88,6.12,13.5,4.42,19.1,19.1,0.9,원주,37.3378,127.9501,2023-04-05
11.9,7.3,9.3,96,77,88,4.42,10.0,3.31,4.3,4.3,0.96,원주,37.3378,127.9501,2023-04-06
15.0,2.9,8.2,98,35,67,6.49,14.4,3.25,0.4,0.4,3.29,원주,37.3378,127.9501,2023-04-07
13.2,-0.1,6.2,77,23,50,6.21,14.2,3.26,0.0,0.0,3.47,원주,37.3378,127.9501,2023-04-08
17.1,0.9,8.6,93,29,58,4.9,11.0,2.23,0.0,0.0,3.74,원주,37.3378,127.9501,2023-04-09
19.6,2.7,11.1,76,28,48,5.1,11.3,2.91,0.0,0.0,4.19,원주,37.3378,127.9501,2023-04-10
18.7,7.5,12.4,95,56,77,8.38,21.1,4.51,10.9,10.9,1.56,원주,37.3378,127.9501,2023-04-11
14.1,0.0,7.5,82,19,44,5.73,13.2,3.01,0.0,0.0,3.91,원주,37.3378,127.9501,2023-04-12
18.2,0.7,10.1,68,21,43,3.04,7.4,1.88,0.5,0.5,3.64,원주,37.3378,127.9501,2023-04-13
20.7,8.6,14.3,60,28,43,2.33,5.8,1.19,0.0,0.0,3.27,원주,37.3378,127.9501,2023-04-14
15.8,8.6,12.0,99,46,70,4.0,8.3,1.64,7.4,7.4,1.51,원주,37.3378,127.9501,2023-04-15
14.9,5.9,9.8,100,44,75,4.84,10.9,2.04,0.8,0.8,2.37,원주,37.3378,127.9501,2023-04-16
17.2,2.6,10.3,91,32,62,4.26,8.4,1.68,0.5,0.5,3.01,원주,37.3378,127.9501,2023-04-17
17.3,9.4,12.7,95,47,80,3.23,11.1,1.85,18.5,18.5,1.36,원주,37.3378,127.9501,2023-04-18
25.9,7.7,16.8,100,32,68,3.11,7.6,1.8,0.0,0.0,4.68,원주,37.3378,127.9501,2023-04-19
22.5,13.9,17.1,99,58,83,4.1,9.6,2.46,0.4,0.4,2.4,원주,37.3378,127.9501,2023-04-20
21.2,10.8,15.4,100,38,64,5.06,11.4,2.31,0.0,0.0,3.71,원주,37.3378,127.9501,2023-04-21
19.5,6.7,13.0,71,19,40,3.68,8.5,2.06,0.0,0.0,3.92,원주,37.3378,127.9501,2023-04-22
19.7,5.8,13.4,94,23,53,2.31,5.0,1.19,0.0,0.0,3.41,원주,37.3378,127.9501,2023-04-23
18.9,8.5,13.5,71,30,49,3.98,8.7,2.24,0.0,0.0,3.52,원주,37.3378,127.9501,2023-04-24
10.1,5.4,8.2,95,57,77,3.21,7.3,1.2,4.0,4.0,1.08,원주,37.3378,127.9501,2023-04-25
13.3,4.5,8.4,96,42,74,6.01,13.5,2.96,0.6,0.6,2.49,원주,37.3378,127.9501,2023-04-26
20.3,1.9,11.7,88,27,56,2.44,7.0,1.59,0.0,0.0,4.2,원주,37.3378,127.9501,2023-04-27
23.2,7.2,15.6,82,21,52,4.84,13.5,2.14,1.2,1.2,4.66,원주,37.3378,127.9501,2023-04-28
16.2,8.4,13.6,96,66,85,5.96,13.9,3.49,12.9,12.9,0.99,원주,37.3378,127.9501,2023-04-29
19.2,6.2,12.2,93,31,67,5.61,13.4,3.81,0.3,0.3,4.06,원주,37.3378,127.9501,2023-04-30
18.1,8.2,12.5,99,32,66,4.47,11.0,2.58,1.0,1.0,3.86,원주,37.3378,127.9501,2023-05-01
22.8,7.4,16.2,62,26,42,1.97,5.7,1.2,0.0,0.0,4.07,원주,37.3378,127.9501,2023-05-02
24.3,13.0,18.5,70,27,43,2.33,6.5,1.59,0.0,0.0,4.98,원주,37.3378,127.9501,2023-05-03
27.2,12.4,19.4,91,38,64,5.44,11.9,2.5,0.0,0.0,4.48,원주,37.3378,127.9501,2023-05-04
21.4,17.1,19.2,99,71,86,5.38,12.0,3.58,18.3,18.3,1.63,원주,37.3378,127.9501,2023-05-05
17.1,10.3,12.4,95,70,84,5.52,11.8,4.31,44.4,44.4,1.03,원주,37.3378,127.9501,2023-05-06
14.4,5.9,11.5,86,52,61,3.42,7.8,2.5,0.0,0.0,2.03,원주,37.3378,127.9501,2023-05-07
20.9,3.6,12.2,86,35,61,3.61,8.0,1.89,0.0,0.0,4.45,원주,37.3378,127.9501,2023-05-08
22.4,9.2,15.3,71,39,53,3.52,7.9,1.75,0.0,0.0,4.66,원주,37.3378,127.9501,2023-05-09
23.1,7.7,16.0,79,33,57,2.3,4.9,1.45,0.0,0.0,4.27,원주,37.3378,127.9501,2023-05-10
24.3,8.8,17.6,82,35,57,2.61,6.1,1.61,0.0,0.0,4.86,원주,37.3378,127.9501,2023-05-11
22.0,10.4,17.2,80,38,57,2.28,5.1,1.17,0.0,0.0,3.59,원주,37.3378,127.9501,2023-05-12
